text,label
"يوجد تسريب في سقف الغرفة وتم عمل مذكرة صيانه سابقة وحضر الفني بالامس وعمل اسمنت بالسطح ومشى اليوم مع الامطار رجعت المويه تصب داخل الغرفة ارجو اصلاح المشكله حالا قبل دمار الاثاث",waterproofing
"يرجى تغيير غطاء الخزان البلاستيكي الداخلي نظرا لعدم اغلام الخزان من الداخل باحكام.",tank_insulation
"زر باب الكراج لا يعمل",garage_door
"الرطوبة ظهرت مره أخرى",waterproofing
"تشقق في زوايا الجدار",cracks
"لمبة سبوت لايت غرفة النوم الرئيسية محترقة آمل استبدالها",electricity
"النافذه في غرفة الماستر يدخل منها هواء وغبار  وتم رفع طلب والى الان لم يتم حل المشكله.",doors_windows
"تقشع بوية جدار البيت من الخارج وظهور النمل الابيض",paints
"ترويبة الحوش",grading
"البويات داخليه وخارجية  تقشر بالبوية  تنظيف البوية في الارض",paints
"يوجد رطوبه وماء في الجدار",waterproofing
"الانتركوم لا يعمل والجرس ايضا",electricity
"البوية الخارجية للسور الداخلي والخارجي بحاجة الي اعادةًدهان  https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/ms0dbf6v405gzw1ms0dbf6w1ms0dbf6x.png",paints
"صيانه الإناره والانتركوم",electricity
"ترويبه للبلاط وتعديل الالمنيوم",grading
"يوجد عندي لمبة الدرج ما تشتغل الا اذا شغلنا لمبة المطبخ",electricity
"التربة غير راعية ولا معزولة. فضلا العزل ووضع تربة زراعية",waterproofing
"خدش في باب السحب الخلفي",doors_windows
"خلل في بوية الفيلا الخارجية",paints
"مشكله في الابواب من ناحية البويه والنوافذ الجلب",paints
"انسداد في ماسورة تصريف ماء المكيف",ac_ventilation
"شقور في المنزل + الكاراج",cracks
"الساده شركة رتال       المحترمين تحية طيبة يوجد لدي مشكله بالباب الالمنيوم لصاله بالطابق الاعلى الخلل في عجلات الباب السفليه الداخليه لايمكن فتح واغلاق الباب الا بصعوبه ارجو المساعده كرما منكم وتقبلو خالص التحية والتقدير",doors_windows
"عزل سئ للشباك",waterproofing
"يوجد عدة تشققات داخلية  ١- في الدور الأرضي ٢-في الدور الأول ٣-في الدور الثاني ايضاً يوجد في احدى دورات المياة الخلاط لايعمل بشكل جيد وفتحات  مواسير الماء في المطبخ بعضها لايعمل بشكل جيد",cracks
"تسرب في المغاسل تسرب في جدار علوي ( طارئ)",plumbing
"مرحبا  لدي اناره في الدرج للدور الاول والثاني لا تعمل كذلك بعد الافياش غير جيده ولا تفتح وتغلق لوحدها  ايضا الخزان الارضي غير مغلق باحكام مما يسبب تعريب الاوساخ داخل الخزان   https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mauw5i95405gzs1mauw5i961mauw5i97.png https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mauw5iqt405gzs1mauw5iqu1mauw5iqv.png",electricity
"لا يوجد غطاء للخزان الارضي",tank_insulation
"تهريب مويه من مغسلة الحمام",plumbing
"افيدكم بتقشر البوية الداخلية وعليه امل اصلاح هذا الامر ضمن مدة الضمان و لكم جزيل الشكر،  مشروع نساج الفرسان الفلة رقم 752 تحياتي،",paints
"يد الشباك مكسوره والشباك مفتوح مما يسبب خطورة على الاطفال واهل البيت",doors_windows
"ملاحظات وعيوب بالقروف المحيط بقص اللليز لم ينفذ بالشكل الصحيح",grading
"لقد تم رفع طلب صيانه سابق للسور من الداخل وتم عمل اللياسه والدهان  للسور ولكن بشكل سيئ جدا ولا تمت معالجة المشكله. يوضح لكم في الصوره السور القديم والسور الجديد الذي تم بناءه وبينهم وضوح خط وهذا دليل ان اللياسه ماتمت بالشكل الصحيح",paints
"فيش الأناره في الحوش الخارجي ما يشتغل",electricity
"تشققات خارجيه متفرقه",cracks
"كهرباء باب الكراج",garage_door
"يوجد ماصورة بالحوش مكسورة  الماء ضعيف في غرفة الخادمة",plumbing
"عدم وضوح الصوت من الانتركوم . ارجو حضور فرق الصيانة",electricity
"وجود شعر ببلاط المدخل واعمال الترويبه غير كاملة ويوجد فتحات بين النعلات بعدة غرف والمطبخ تحت الدرج وخروج نمل منها",ceramics
"يوجد تهريب من شطافات الماء وتهريب من مغسلة المجلس",plumbing
"يوجد رائحة في الحمامات",plumbing
"الشطاف في الحمام الارضي ضعيف مرة",plumbing
"كوع الجرجور يهرب غير ثابت",drainage
"صدا - سيفون لايعمل h",plumbing
"يوجد تهريب في السيفون المدفون المخفي يستمر في التسريب.",plumbing
"ترويبه للبلاط الخارجي  والداخلي للفيلا",ceramics
"ترب مياه في النوافذ",waterproofing
"تشققات الداخلية والخارجية  الانارة الخارجية",cracks
"وزنية شباك الالمنيوم  ملاحظة على ماسورة الخزان الارضي بعد التعبئة تتفرغ الموية مكسورة",doors_windows
"السلام عليكم، بعد استلامي للفيلا قمت بعمل فحص فني، وتبيّن وجود بعض الملاحظات التي تحتاج معالجة، أبرزها:  • تطبيل في بعض بلاط الأرضيات (يتطلب فك وإعادة تركيب بشكل صحيح). • إعادة معالجة الترويبات بين البلاط. • ملاحظات في دورة المياه بالدور الثاني. • ضبط حساس البوابة ومشكلة الفتح والإغلاق. • إصلاحات كهربائية وتشطيبات حول الأفياش والإنارة. • إصلاح باب العداد الخارجي. • معالجة تصريف المياه وتنظيف الصفايات والخزان. • تركيب أكواع ريحة للمغاسل. • معالجة عيوب الدهانات والتشققات الجبسية.  لذا أرجو تحديد موعد صيانة قريباً.  شاكرة تعاونكم.",ceramics
"تم طلب تصليح باب الكراج منذ أسبوعين وكلمني شخص وافادني انه بيتواصل مع الضمان عشان يتم التركيب ولاسف لازال القراش متعطل حتى الان ولم يا يأتي احد   هل تتوفر قمامة لوضعها أمام المنزل حيث أنا الفله الوحيده التي لم تزويدي قمامة خارجيه",garage_door
"تسريب ماء من المجلى",plumbing
"مرفق تقرير الفاحص",plumbing
"احتاج ترويبة لبلاط السور الداخلي والانترلوك الداخلي لمدخل السيارة يجتاج ترويبه وغطاء البركة يوجد به عيوب وكسور ويحتاج تغيير",grading
"تم اكتشاف ان الاحواض كلها مخلفات بناء  https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mbk30ine405gzs1mbk30inf1mbk30ing.png",cleaning
"خلل في مقبض نافذة دورة مياه الداخلية حيث لا يمكن اقفالها",doors_windows
"لايوجد عتبة  عند باب الصاله في الحوش الخلفي، مما قد يسبب دخول المياه .",waterproofing
"السادة شركة رتال الاعزاء هنالك تسريب مياه عند تعبئة الخزان من داخل الحوش بسبب الماسوره الداخليه مرفق لكم فيديو توضيحي ارجو المساعده  تقبلو خالص التحية والتقدير  https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mazdcbjk405gzs1mazdcbjl1mazdcbjm.png",plumbing
"لا يوجد مواعيد في النظام خلال ٣ الاشهر القادمة؟! رفعت تذكرتين صيانة بلا مواعيد بسبب عدم وجود موعد في النظام ارجوا الافادة و حل المشكلة",plumbing
"رائحة كريهة  الباب الأسود الالمنيوم ما يتقفل مشاكل في النوافذ باب المطبخ لم يتم تغيير من ملاحظة الاستلام الكراج يعلق",smells
"اللياسة سيئة تحتاج لمعالجة واعمال دهان",paints
"لدي مشكلة في مروحة الشفط في احد الحمامات لا تعمل وارغب بعمل صيانة",ac_ventilation
"تهريب ماء خلف السور",waterproofing
"لدي مشكله في النافذه لا استطيع اغلاقه",doors_windows
"تحية طيبة ، تم رفع تذكرة مسبقاً بخصوص باب الكراج. حيث تم استلام الفيلا واتضح انه لا يعمل . ولم يتم حل المشكلة حتى الآن. مع الشكر والتقدير من",garage_door
